Date,Revenue,COGS,year,month,day,day_of_week,day_of_year,week_of_year,quarter,season,month_sin,month_cos,dow_sin,dow_cos,days_to_tet,days_since_tet,is_tet_week,days_since_payday,rev_lag_548,rev_lag_728,rev_lag_1092,rev_rmean_from728_7,rev_rstd_from728_7,rev_rmean_from728_30,rev_rstd_from728_30,season_avg_orders,season_avg_traffic,season_avg_bounce,dlinear_pred,log_revenue
2015-03-02,1204115.66,996728.16,2015,3,2,0,61,10,1,1,1.0,6.123233995736766e-17,0.0,1.0,365,11,0,1,6810100.27,1412869.43,0.0,3313276.637142857,2374008.5071251113,3656781.964333333,1616761.147294719,173.45454545454547,27103.613636363636,0.004496363636363636,15.272331490004358,14.001256793844721
2015-03-03,2971078.12,2450231.82,2015,3,3,1,62,10,1,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,365,12,0,2,6018993.92,2440470.72,0.0,2695838.7814285713,1826257.2760084718,3646690.1633333336,1623590.6624904466,182.06666666666666,27177.266666666666,0.0047517777777777775,15.217865276729128,14.904435784854204
2015-03-04,3275231.73,2540097.74,2015,3,4,2,63,10,1,1,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,365,13,0,3,5386759.65,3247761.18,0.0,2343123.8528571427,1311427.853570027,3634979.3953333334,1625212.0952912373,214.8181818181818,27714.045454545456,0.004465,15.132620975619457,15.001899487122083
2015-03-05,3623778.02,2818823.69,2015,3,5,3,64,10,1,1,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,365,14,0,4,4126941.12,4017685.67,0.0,2293140.8899999997,1225245.5282476759,3641262.713,1626352.8025903944,221.75,28221.772727272728,0.004584090909090909,15.002764651240135,15.103027967464653
2015-03-06,4126698.63,3333077.32,2015,3,6,4,65,10,1,1,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,365,15,0,5,5401049.96,3622255.55,0.0,2425762.9385714284,1322256.6769173443,3684902.195333333,1606933.4239587693,180.20454545454547,27051.954545454544,0.004471363636363636,14.963271745821325,15.232988524404394
2015-03-07,3652751.16,2946148.77,2015,3,7,5,66,10,1,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,365,16,0,6,3168900.6,3263371.09,0.0,2851985.3885714286,941187.8656425636,3699038.0273333336,1601092.9461560033,159.29545454545453,26936.386363636364,0.004403636363636363,15.07901689398144,15.110991457869451
2015-03-08,3679065.16,2903799.07,2015,3,8,6,67,10,1,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,365,17,0,7,2705040.33,3510986.19,0.0,3073628.5471428568,876437.032620139,3727798.8536666664,1589270.7750714768,165.95555555555555,27022.155555555557,0.004231555555555556,15.159927606582642,15.118169517072811
2015-03-09,4520902.2,3610296.4,2015,3,9,0,68,11,1,1,1.0,6.123233995736766e-17,0.0,1.0,365,18,0,8,2468479.29,3242639.13,0.0,3335024.218571428,483218.5643407804,3737300.5793333333,1585354.4368979149,173.45454545454547,27103.613636363636,0.004496363636363636,15.285235454758487,15.324222354855305
2015-03-10,5042080.93,3980962.03,2015,3,10,1,69,11,1,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,365,19,0,9,3056823.21,3660190.99,0.0,3509269.9714285717,286931.3147354878,3746607.4213333335,1584009.5254506846,182.06666666666666,27177.266666666666,0.0047517777777777775,15.421861419677734,15.433329636102146
2015-03-11,6098020.8,4928286.75,2015,3,11,2,70,11,1,1,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,365,20,0,10,3771227.87,4335373.37,0.0,3664643.1414285717,395611.6992921421,3751476.019,1585640.7709455264,214.8181818181818,27714.045454545456,0.004465,15.477484509289502,15.62347498146655
2015-03-12,4869770.72,3760439.95,2015,3,12,3,71,11,1,1,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,365,21,0,11,5357130.97,6692797.3,0.0,4046801.945714285,1222143.8007958666,3842326.0773333334,1674047.5809493042,221.75,28221.772727272728,0.004584090909090909,15.370652229066879,15.39855761921679
2015-03-13,3474969.89,2712283.16,2015,3,13,4,72,11,1,1,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,365,22,0,12,4636476.74,5330057.69,0.0,4290773.680000001,1291747.0748407773,3914767.588666667,1690303.042603674,180.20454545454547,27051.954545454544,0.004471363636363636,15.323488050769912,15.061096659967525
2015-03-14,4711284.42,3671123.8,2015,3,14,5,73,11,1,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,365,23,0,13,3865949.23,3591734.21,0.0,4337682.697142857,1253618.7578109114,3924937.9913333333,1687308.4834668732,159.29545454545453,26936.386363636364,0.004403636363636363,15.399772591478243,15.365471341709803
2015-03-15,5040735.75,4008157.53,2015,3,15,6,74,11,1,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,365,24,0,0,3034568.95,4401297.64,0.0,4464870.047142857,1199773.8211599572,3976293.233666667,1677213.9860355828,165.95555555555555,27022.155555555557,0.004231555555555556,15.449443185095694,15.43306280991977
2015-03-16,5602879.7,4422966.9,2015,3,16,0,75,12,1,1,1.0,6.123233995736766e-17,0.0,1.0,365,25,0,1,3664631.38,4567013.37,0.0,4654066.367142857,1072595.0962283183,4017196.687666667,1676121.6466671498,173.45454545454547,27103.613636363636,0.004496363636363636,15.57062628120184,15.53879143415583
2015-03-17,5692241.74,4623906.32,2015,3,17,1,76,12,1,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,365,26,0,2,3078369.62,4645433.62,0.0,4794815.314285715,981187.701962764,4057592.2213333338,1676174.1559071755,182.06666666666666,27177.266666666666,0.0047517777777777775,15.637626243472564,15.554614883101266
2015-03-18,6793794.72,5583548.33,2015,3,18,2,77,12,1,1,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,365,27,0,3,3927167.34,4992105.19,0.0,4888634.145714286,961127.6729163661,4074888.6930000004,1683273.029620809,214.8181818181818,27714.045454545456,0.004465,15.689864561539288,15.731520359543824
2015-03-19,6012381.06,5053767.27,2015,3,19,3,78,12,1,1,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,365,28,0,4,5410121.46,7355693.45,0.0,4983333.595714286,1176945.1590623772,4176135.100333333,1786595.1031526667,221.75,28221.772727272728,0.004584090909090909,15.552526650741754,15.609331577403346
2015-03-20,4887915.96,4122124.89,2015,3,20,4,79,12,1,1,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,365,29,0,5,4460453.69,6603332.26,0.0,5165229.962857143,1328142.4058130363,4283163.807666667,1833587.421933374,180.20454545454547,27051.954545454544,0.004471363636363636,15.44057041314932,15.40227679114589
2015-03-21,4566270.71,4002288.11,2015,3,21,5,80,12,1,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,365,30,0,6,2995364.48,6009508.61,0.0,5510626.305714286,1153660.8842334114,4369720.655333334,1852279.2883578767,159.29545454545453,26936.386363636364,0.004403636363636363,15.387917997279843,15.334207611528726
2015-03-22,5271032.0,4721422.49,2015,3,22,6,81,12,1,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,365,31,0,7,3316913.08,5088153.2,0.0,5608748.528571429,1069741.2659929146,4421479.849333334,1849854.2766050305,165.95555555555555,27022.155555555557,0.004231555555555556,15.49248428927123,15.477736916489345
2015-03-23,5172623.98,4663072.48,2015,3,23,0,82,13,1,1,1.0,6.123233995736766e-17,0.0,1.0,365,32,0,8,3799564.88,4694308.82,0.0,5626933.592857144,1049980.255455277,4435085.461666667,1850325.5073295643,173.45454545454547,27103.613636363636,0.004496363636363636,15.54546437426665,15.458890850707222
2015-03-24,6187718.83,5662250.07,2015,3,24,1,83,13,1,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,365,33,0,9,3243304.2,5731432.22,0.0,5782076.25,956891.1710128714,4445492.106000001,1856917.6333924963,182.06666666666666,27177.266666666666,0.0047517777777777775,15.64476137450247,15.638077213308783
2015-03-25,6763449.95,6062883.43,2015,3,25,2,84,13,1,1,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,365,34,0,10,4426354.9,6872130.59,0.0,6050651.3071428565,962036.0819857174,4370288.950666667,1699767.41832793,214.8181818181818,27714.045454545456,0.004465,15.611641592349645,15.727043813322746
2015-03-26,6983791.47,6190732.25,2015,3,26,3,85,13,1,1,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,365,35,0,11,4673257.46,8099154.93,0.0,6156860.090000001,1152341.854485051,4414842.924666667,1780247.1181831183,221.75,28221.772727272728,0.004584090909090909,15.53065874702052,15.759102660997073
2015-03-27,5007891.27,4516109.24,2015,3,27,4,86,13,1,1,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,365,36,0,12,4851490.55,8381683.44,0.0,6410910.258571429,1429805.4425136999,4503673.516666667,1909262.4396759442,180.20454545454547,27051.954545454544,0.004471363636363636,15.444687136103598,15.426525679949224
2015-03-28,5941997.22,5296480.62,2015,3,28,5,87,13,1,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,365,37,0,13,4120039.5,11636994.38,0.0,7214836.797142857,2411528.16092088,4745987.782333333,2310526.6166230035,159.29545454545453,26936.386363636364,0.004403636363636363,15.527773184562797,15.597556035442208
2015-03-29,6087900.7,5431213.47,2015,3,29,6,88,13,1,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,365,38,0,14,4676571.41,9455023.8,0.0,7838675.454285714,2333246.680053339,4971358.535333334,2430110.4399741874,165.95555555555555,27022.155555555557,0.004231555555555556,15.74819862975507,15.621814031875562
2015-03-30,14251354.04,12890205.46,2015,3,30,0,89,14,1,1,1.0,6.123233995736766e-17,0.0,1.0,365,39,0,14,7035889.97,10313848.23,0.0,8641466.798571428,2016282.1215249514,5305826.345,2452537.1081603067,173.45454545454547,27103.613636363636,0.004496363636363636,16.149262679064716,16.472362550684434
2015-03-31,14813965.34,13306811.36,2015,3,31,1,90,14,1,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,365,40,0,14,5087376.98,8250013.05,0.0,9001264.06,1590131.9580963324,5515510.644,2425329.0809926866,182.06666666666666,27177.266666666666,0.0047517777777777775,16.35660166230149,16.511080965377822
2015-04-01,13697879.88,12323133.99,2015,4,1,2,91,14,2,1,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,365,41,0,0,5768935.23,8740749.51,0.0,9268209.620000001,1304285.0428885743,5759773.3133333335,2366176.7987490175,292.4651162790698,37030.09302325582,0.00457860465116279,16.325326737235574,16.432751698542152
2015-04-02,11638587.41,10494545.99,2015,4,2,3,92,14,2,1,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,365,42,0,1,5389130.81,4270660.8,0.0,8721281.887142858,2299342.3901886875,5820779.649333334,2300322.4648423903,238.27906976744185,37122.53488372093,0.0045258139534883725,16.03876179915208,16.269836722295132
2015-04-03,10239965.04,9205352.56,2015,4,3,4,93,14,2,1,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,365,43,0,2,5393969.29,3073716.42,0.0,7963000.884285714,3148454.3988338215,5814978.157333333,2307244.5309969187,214.0,36783.651162790695,0.004294418604651163,15.693208666613502,16.141808861163888
2015-04-04,4214414.51,3835706.41,2015,4,4,5,94,14,2,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,365,44,0,3,2026611.74,3663196.56,0.0,6823886.910000001,3038190.665097694,5803161.853666667,2317650.8428777605,229.25581395348837,36797.976744186046,0.004536976744186046,15.264457418268377,15.254021470763506
2015-04-05,4549233.48,4060392.25,2015,4,5,6,95,14,2,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,365,45,0,4,2912944.43,2924734.26,0.0,5890988.404285714,3097634.2533524996,5779911.143999999,2343637.2608057577,229.33333333333334,36906.642857142855,0.004301666666666666,15.090170100115348,15.330469530618315
2015-04-06,5947351.85,5501604.96,2015,4,6,0,96,15,2,1,0.8660254037844387,-0.4999999999999998,0.0,1.0,365,46,0,5,2463961.82,4670874.28,0.0,5084849.268571429,2413503.5080669583,5826827.916999999,2305296.645669669,250.97674418604652,37783.06976744186,0.0046853488372093025,15.100239134006982,15.598456779365154
2015-04-07,6969771.13,6115686.29,2015,4,7,1,97,15,2,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,365,47,0,6,2875234.12,4293257.18,0.0,4519598.430000001,1971538.81518096,5852903.616666666,2282509.9927946394,279.74418604651163,35969.767441860466,0.004571162790697675,15.241253372576598,15.75709308923241
2015-04-08,6923568.08,6092200.11,2015,4,8,2,98,15,2,1,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,365,48,0,7,2084519.3,6011834.78,0.0,4129753.4685714287,1054086.5733743394,5945210.138333334,2228667.978203909,292.4651162790698,37030.09302325582,0.00457860465116279,15.281561014045524,15.750441957639609
2015-04-09,5334934.77,4630574.68,2015,4,9,3,99,15,2,1,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,365,49,0,8,2982770.86,4244755.76,0.0,4126052.7485714285,1053554.7611690792,5964695.630666667,2210482.158413536,238.27906976744185,37122.53488372093,0.0045258139534883725,15.302792719432286,15.489787403282818
2015-04-10,5286341.9,4755107.84,2015,4,10,4,100,15,2,1,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,365,50,0,9,3524600.98,4282161.81,0.0,4298687.804285714,945886.1860790297,5962921.912,2211855.5516027273,214.0,36783.651162790695,0.004294418604651163,15.251188498799063,15.480637241508955
2015-04-11,7223512.23,6692976.84,2015,4,11,5,101,15,2,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,365,51,0,10,4018321.34,5214391.75,0.0,4520287.117142857,953862.7494309986,5913641.727,2211502.5916699553,229.25581395348837,36797.976744186046,0.004536976744186046,15.264398182537539,15.79285198947201
2015-04-12,6941143.47,6173613.48,2015,4,12,6,102,15,2,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,365,52,0,11,1938342.36,4506492.03,0.0,4746252.512857143,652699.9990530005,5886189.538333333,2224072.5222110557,229.33333333333334,36906.642857142855,0.004301666666666666,15.315711381999849,15.752977228108858
2015-04-13,8008850.6,7198672.06,2015,4,13,0,103,16,2,1,0.8660254037844387,-0.4999999999999998,0.0,1.0,365,53,0,12,3170838.37,5167610.5,0.0,4817214.83,669914.7775081976,5938718.748,2186301.474480415,250.97674418604652,37783.06976744186,0.0046853488372093025,15.472503376678683,15.896057937979451
2015-04-14,9764966.49,8525033.47,2015,4,14,1,104,16,2,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,365,54,0,13,3719451.39,5887221.88,0.0,5044924.072857142,730312.4705472883,5988249.555999999,2167016.8531877925,279.74418604651163,35969.767441860466,0.004571162790697675,15.60045069309703,16.094311793050302
2015-04-15,8464241.45,7283839.1,2015,4,15,2,105,16,2,1,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,365,55,0,0,3097590.81,8104639.53,0.0,5343896.18,1354091.9432696481,6106170.428,2183203.3841633946,292.4651162790698,37030.09302325582,0.00457860465116279,15.619276653636586,15.951361077518733
2015-04-16,6025485.77,5033699.98,2015,4,16,3,106,16,2,1,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,365,56,0,1,4062456.23,6536742.64,0.0,5671322.877142857,1320713.5233911888,6169214.062000001,2166813.478724757,238.27906976744185,37122.53488372093,0.0045258139534883725,15.547602613628534,15.611508825778763
2015-04-17,6481493.13,5294636.04,2015,4,17,4,107,16,2,1,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,365,57,0,2,4801027.51,5871312.85,0.0,5898344.454285714,1170125.4354818196,6198520.984,2156263.7854525587,214.0,36783.651162790695,0.004294418604651163,15.484260671668583,15.684461617367269
2015-04-18,7432727.07,5745887.3,2015,4,18,5,108,16,2,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,365,58,0,3,3348412.32,6012115.71,0.0,6012305.0200000005,1130590.1653362818,6153735.059333334,2145325.7714182725,229.25581395348837,36797.976744186046,0.004536976744186046,15.448338485506579,15.82140351888646
2015-04-19,6854069.17,5371424.19,2015,4,19,6,109,16,2,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,365,59,0,4,3238854.55,6323547.99,0.0,6271884.442857142,915344.5453176327,6144408.916999999,2143911.5619665394,229.33333333333334,36906.642857142855,0.004301666666666666,15.533230255390036,15.740353219181618
2015-04-20,8942873.22,6952833.82,2015,4,20,0,110,17,2,1,0.8660254037844387,-0.4999999999999998,0.0,1.0,365,60,0,5,3376648.2,7292352.56,0.0,6575419.022857143,837071.8177370685,6187170.381999999,2153898.3663827926,250.97674418604652,37783.06976744186,0.0046853488372093025,15.653933361223883,16.006367596597855
2015-04-21,11246554.8,8986101.87,2015,4,21,1,111,17,2,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,365,61,0,6,2888479.98,8757473.08,0.0,6985454.908571429,1104156.8409228371,6309481.044666667,2193162.472207213,279.74418604651163,35969.767441860466,0.004571162790697675,15.808734041370757,16.235572488629774
2015-04-22,9099886.14,7216624.95,2015,4,22,2,112,17,2,1,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,365,62,0,7,3409990.75,9358565.61,0.0,7164587.205714285,1382596.3198137432,6464956.271,2239549.263814891,292.4651162790698,37030.09302325582,0.00457860465116279,15.82562720979033,16.02377256921237
2015-04-23,7548994.85,5939101.06,2015,4,23,3,113,17,2,1,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,365,63,0,8,3932052.89,9127283.0,0.0,7534664.399999999,1525817.8995472225,6578151.297,2286522.5735991728,238.27906976744185,37122.53488372093,0.0045258139534883725,15.727381200206523,15.836925112379923
2015-04-24,6578500.68,5143109.11,2015,4,24,4,114,17,2,1,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,365,64,0,9,4895108.72,6156392.84,0.0,7575390.112857142,1477046.91890472,6554293.3719999995,2287083.3651977074,214.0,36783.651162790695,0.004294418604651163,15.59488109653279,15.699317569165363
2015-04-25,9981817.81,7741342.2,2015,4,25,5,115,17,2,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,365,65,0,10,4333852.18,6420235.09,0.0,7633692.8814285705,1411663.7573160278,6498329.377333333,2268442.991692252,229.25581395348837,36797.976744186046,0.004536976744186046,15.580232327048844,16.116275877173937
2015-04-26,8486257.42,6790371.72,2015,4,26,6,116,17,2,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,365,66,0,11,3503713.92,9099343.31,0.0,8030235.07,1371598.761381143,6522251.373,2292643.841134269,229.33333333333334,36906.642857142855,0.004301666666666666,15.68059240527426,15.953958756790755
2015-04-27,11233528.64,8990933.6,2015,4,27,0,117,18,2,1,0.8660254037844387,-0.4999999999999998,0.0,1.0,365,67,0,12,2923604.47,13160942.22,0.0,8868605.021428572,2314711.465302695,6573049.634333333,2423053.5303705004,250.97674418604652,37783.06976744186,0.0046853488372093025,15.86992426366614,16.234413581872708
2015-04-28,14371525.01,11368208.46,2015,4,28,1,118,18,2,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,365,68,0,13,2949737.88,11190466.86,0.0,9216175.561428571,2472528.7370321853,6630897.736333334,2513267.131659715,279.74418604651163,35969.767441860466,0.004571162790697675,16.151468953161334,16.480759446571497
2015-04-29,15294818.22,12456433.34,2015,4,29,2,119,18,2,1,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,365,69,0,14,3235799.73,13051232.31,0.0,9743699.375714285,2869953.711852657,6722143.872333334,2694730.7111083353,292.4651162790698,37030.09302325582,0.00457860465116279,16.330305547714232,16.543024715948416
2015-04-30,14911130.64,11744026.43,2015,4,30,3,120,18,2,1,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,365,70,0,14,5981959.98,11179665.29,0.0,10036896.845714286,2901151.5389841874,6819798.947,2802921.210851348,238.27906976744185,37122.53488372093,0.0045258139534883725,16.273139614599486,16.517618581915805
2015-05-01,11462217.29,9026019.09,2015,5,1,4,121,18,2,2,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,365,71,0,0,6960811.52,8173550.12,0.0,10325062.171428572,2527599.5334888822,6800892.300666667,2791406.266824915,238.62222222222223,33855.77777777778,0.004434444444444445,16.062038712154163,16.254566818581814
2015-05-02,8951414.69,7003240.14,2015,5,2,5,122,18,2,2,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,365,72,0,1,5649038.29,3225175.57,0.0,9868625.097142858,3464941.7505437895,6766042.793,2830339.101732476,200.02272727272728,35344.36363636364,0.004533863636363636,15.834089405072405,16.007322255395902
2015-05-03,7902349.85,6325430.88,2015,5,3,6,123,18,2,2,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,365,73,0,2,4823330.61,3906711.0,0.0,9126820.481428571,4145994.746466857,6793809.279,2796753.896798337,200.8,35016.955555555556,0.004554444444444444,15.630771439326438,15.882670849119675
2015-05-04,4063632.19,3220456.05,2015,5,4,0,124,19,2,2,0.49999999999999994,-0.8660254037844387,0.0,1.0,365,74,0,3,4871579.51,4311626.38,0.0,7862632.504285715,4059154.0984203178,6815423.606333333,2774139.313508103,207.4318181818182,34860.295454545456,0.004604545454545455,15.395005792086241,15.217588005800781
2015-05-05,4993358.48,3895803.59,2015,5,5,1,125,19,2,2,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,365,75,0,4,2310551.56,3763332.37,0.0,6801613.291428572,4014761.090232174,6843376.876666667,2737567.3492414085,238.8181818181818,34487.75,0.004403636363636363,15.383219055100984,15.423619483686615
2015-05-06,5912157.02,4721080.32,2015,5,6,2,126,19,2,2,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,365,76,0,5,2638652.15,5458168.5,0.0,5716889.89,2921773.767677575,6869620.017333333,2719738.504155848,287.95454545454544,34263.318181818184,0.004493863636363636,15.412742173632893,15.592521469940385
2015-05-07,6417545.13,5062352.65,2015,5,7,3,127,19,2,2,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,365,77,0,6,3529966.51,5815611.07,0.0,4950596.43,1696956.237384891,6920365.147,2683977.9133718456,296.8863636363636,34357.27272727273,0.004488409090909091,15.317237597007257,15.67454637985898
2015-05-08,4654167.53,3561342.38,2015,5,8,4,128,19,2,2,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,365,78,0,7,2440647.75,4248246.45,0.0,4389838.762857143,929397.9868084688,6861578.869333333,2723584.743871307,238.62222222222223,33855.77777777778,0.004434444444444445,15.20370842955259,15.353273834049505
2015-05-09,4178643.57,3269969.19,2015,5,9,5,129,19,2,2,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,365,79,0,8,2145217.46,4388803.6,0.0,4556071.338571428,778118.6222193795,6866380.464000001,2718935.292011047,200.02272727272728,35344.36363636364,0.004533863636363636,15.256039844020721,15.245497486365258
2015-05-10,5135747.06,3949880.44,2015,5,10,6,130,19,2,2,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,365,80,0,9,2200221.02,4298069.68,0.0,4611979.721428571,736639.5904225728,6866910.726333334,2718415.4254749063,200.8,35016.955555555556,0.004554444444444444,15.311146285372915,15.451736069410442
2015-05-11,6740124.2,5364204.35,2015,5,11,0,131,20,2,2,0.49999999999999994,-0.8660254037844387,0.0,1.0,365,81,0,10,2018930.67,4663488.62,0.0,4662245.755714285,724635.7285529352,6848547.2886666665,2731791.277144409,207.4318181818182,34860.295454545456,0.004604545454545455,15.448192889873798,15.72358905838362
2015-05-12,6877097.83,5464941.46,2015,5,12,1,132,20,2,2,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,365,82,0,11,2722218.97,5622176.45,0.0,4927794.909999999,679508.2565104445,6885736.769333334,2706283.204779664,238.8181818181818,34487.75,0.004403636363636363,15.612374613460261,15.743707439290755
2015-05-13,8472230.27,6752088.25,2015,5,13,2,133,20,2,2,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,365,83,0,12,3495969.18,6416011.44,0.0,5064629.615714286,873003.9101072735,6927350.134000001,2688492.9029924334,287.95454545454544,34263.318181818184,0.004493863636363636,15.765402748326586,15.952304464049432
2015-05-14,8373161.73,6566657.69,2015,5,14,3,134,20,2,2,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,365,84,0,13,5162437.56,7727680.05,0.0,5337782.327142857,1327804.7426057737,6988698.739666667,2684936.1402598987,296.8863636363636,34357.27272727273,0.004488409090909091,15.696151712205674,15.940542236086687
2015-05-15,6454103.0,5103049.75,2015,5,15,4,135,20,2,2,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,365,85,0,0,4681263.25,6520355.77,0.0,5662369.372857143,1294365.1516843531,6935889.281,2677801.0559547856,238.62222222222223,33855.77777777778,0.004434444444444445,15.575654962394811,15.68022676550202
2015-05-16,6409003.84,5140481.43,2015,5,16,5,136,20,2,2,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,365,86,0,1,3118904.74,5126131.05,0.0,5767701.865714285,1200014.173396581,6888868.894666667,2697364.714415413,200.02272727272728,35344.36363636364,0.004533863636363636,15.531502952335009,15.673214565674096
2015-05-17,6593507.34,5168476.45,2015,5,17,6,137,20,2,2,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,365,87,0,2,3370811.62,5417543.03,0.0,5927626.63,1034727.4226766699,6873743.234,2704530.2454133243,200.8,35016.955555555556,0.004554444444444444,15.56084662563396,15.70159613811117
2015-05-18,7049312.68,5707463.8,2015,5,18,0,138,21,2,2,0.49999999999999994,-0.8660254037844387,0.0,1.0,365,88,0,3,3365890.12,5837064.06,0.0,6095280.264285714,879144.2352811445,6867908.1790000005,2706641.3331680233,207.4318181818182,34860.295454545456,0.004604545454545455,15.597460283381064,15.768440819694987
2015-05-19,8167385.27,6584434.28,2015,5,19,1,139,21,2,2,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,365,89,0,4,2416530.15,5156527.79,0.0,6028759.027142857,936644.8083912027,6829007.505666668,2723071.3442785945,238.8181818181818,34487.75,0.004403636363636363,15.728458839654923,15.91565949765885
2015-05-20,10886447.11,8610088.68,2015,5,20,2,140,21,2,2,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,365,90,0,5,2109164.6,6977473.78,0.0,6108967.932857143,997403.4584569313,6818511.5463333335,2721830.377263744,287.95454545454544,34263.318181818184,0.004493863636363636,15.827844530622535,16.203029281009286
2015-05-21,9585349.34,7629673.54,2015,5,21,3,141,21,2,2,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,365,91,0,6,3237660.32,9166919.02,0.0,6314573.5,1437810.971705669,6832159.744333332,2732892.336154514,296.8863636363636,34357.27272727273,0.004488409090909091,15.728892036106275,16.075746484654637
2015-05-22,6849849.55,5526949.11,2015,5,22,4,142,21,2,2,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,365,92,0,7,3321114.32,6670030.19,0.0,6335955.5600000005,1442486.5747806055,6742541.897000001,2690948.6453591287,238.62222222222223,33855.77777777778,0.004434444444444445,15.612622346671372,15.739737392482155
